A  	,Element	,Z,N  	,Energy (keV),Energy Unc (keV),Ji,Thalf,E_gamma (keV),E_gamma Unc (keV),M Gamma   	,B_exp (W.u.),B_exp Unc (W.u.),
26 	,AL     	,13 	,13 	,5882.65   	,9       	,(3+)              	,12 FS LT                 	,750.71    	,	,[M1]      	,0.095     	,>               	,
26 	,AL     	,13 	,13 	,5924.19   	,7       	,(4+)              	,12 FS LT                 	,2243.41   	,	,[M1]      	,0.031     	,>               	,
26 	,AL     	,13 	,13 	,5949.93   	,8       	,1(+)              	,30 FS LT                 	,3880.15   	,	,[M1]      	,0.0027    	,>               	,
26 	,AL     	,13 	,13 	,5949.93   	,8       	,1(+)              	,30 FS LT                 	,2789.88   	,	,[M1]      	,0.015     	,>               	,
26 	,AL     	,13 	,13 	,5949.93   	,8       	,1(+)              	,30 FS LT                 	,2196.20   	,	,M1        	,0.014     	,>               	,
26 	,AL     	,13 	,13 	,6270.19   	,11      	,1+                	,9 FS LT                  	,1075.06   	,	,M1        	,0.13      	,>               	,
26 	,AL     	,13 	,13 	,6280.33   	,9       	,(3+)              	,14 FS LT                 	,2088.32   	,	,[M1]      	,0.040     	,>               	,
26 	,AL     	,13 	,13 	,6280.33   	,9       	,(3+)              	,14 FS LT                 	,1681.10   	,	,[M1]      	,0.033     	,>               	,
26 	,AL     	,13 	,13 	,6280.33   	,9       	,(3+)              	,14 FS LT                 	,1148.37   	,	,[M1]      	,0.10      	,>               	,
26 	,AL     	,13 	,13 	,6280.33   	,9       	,(3+)              	,14 FS LT                 	,1138.62   	,	,[M1]      	,0.14      	,>               	,
26 	,AL     	,13 	,13 	,6280.33   	,9       	,(3+)              	,14 FS LT                 	,3120.24   	,	,[M1]      	,0.018     	,>               	,
27 	,AL     	,13 	,14 	,1014.56   	,9       	,3/2+              	,1.49 PS 7                	,1014.52   	,10      	,M1+E2     	,0.0122    	,8               	,
27 	,AL     	,13 	,14 	,2212.01   	,10      	,(7/2+)            	,26.6 FS 6                	,2212.01   	,10      	,M1+E2     	,0.0627    	,15              	,
27 	,AL     	,13 	,14 	,2734.9    	,7       	,5/2+              	,8.9 FS 12                	,1720.3    	,8       	,M1+E2     	,0.36      	,6               	,
27 	,AL     	,13 	,14 	,4410.2    	,4       	,5/2+              	,1.2 FS 1                 	,4409.8    	,5       	,M1+E2     	,0.122     	,12              	,
27 	,AL     	,13 	,14 	,4510.3    	,5       	,(11/2+)           	,222 FS 14                	,1506.0    	,10      	,M1+E2     	,0.0044    	,7               	,
27 	,AL     	,13 	,14 	,4580.0    	,8       	,(7/2+)            	,5.3 FS 6                 	,4579.5    	,9       	,M1+E2     	,0.028     	,4               	,
27 	,AL     	,13 	,14 	,4580.0    	,8       	,(7/2+)            	,5.3 FS 6                 	,2368.7    	,11      	,M1+E2     	,0.050     	,9               	,
27 	,AL     	,13 	,14 	,4580.0    	,8       	,(7/2+)            	,5.3 FS 6                 	,1845.0    	,11      	,M1+E2     	,0.053     	,8               	,
27 	,AL     	,13 	,14 	,4811.6    	,5       	,5/2+              	,1.5 FS 2                 	,4811.1    	,6       	,M1+E2     	,0.034     	,6               	,
27 	,AL     	,13 	,14 	,4811.6    	,5       	,5/2+              	,1.5 FS 2                 	,3796.8    	,6       	,M1+E2     	,0.117     	,18              	,
27 	,AL     	,13 	,14 	,4811.6    	,5       	,5/2+              	,1.5 FS 2                 	,2600.3    	,8       	,M1+E2     	,0.13      	,3               	,
27 	,AL     	,13 	,14 	,4811.6    	,5       	,5/2+              	,1.5 FS 2                 	,1829.5    	,6       	,M1+E2     	,0.14      	,6               	,
27 	,AL     	,13 	,14 	,5419.9    	,9       	,(9/2+)            	,14 FS LT                 	,3208.5    	,11      	,M1+E2     	,0.035     	,>               	,
27 	,AL     	,13 	,14 	,5499.8    	,8       	,11/2+             	,7 FS LT                  	,2495.4    	,12      	,M1+E2     	,0.13      	,>               	,
27 	,AL     	,13 	,14 	,5667.3    	,12      	,9/2+              	,11 FS 3                  	,2662.9    	,15      	,(M1+E2)   	,0.057     	,19              	,
27 	,AL     	,13 	,14 	,5667.3    	,12      	,9/2+              	,11 FS 3                  	,1156.9    	,14      	,(M1)      	,0.14      	,7               	,
27 	,AL     	,13 	,14 	,7400      	,1       	,11/2+             	,24 FS 10                 	,686.9     	,15      	,M1+E2     	,0.14      	,7               	,
27 	,AL     	,13 	,14 	,7400      	,1       	,11/2+             	,24 FS 10                 	,4395.4    	,13      	,M1+E2     	,0.0027    	,12              	,
27 	,AL     	,13 	,14 	,7400      	,1       	,11/2+             	,24 FS 10                 	,2889.5    	,12      	,M1+E2     	,0.0037    	,18              	,
27 	,AL     	,13 	,14 	,7400      	,1       	,11/2+             	,24 FS 10                 	,1900.1    	,13      	,M1+E2     	,0.017     	,8               	,
28 	,AL     	,13 	,15 	,30.6382   	,7       	,2+                	,2.07 NS 5                	,30.6382   	,7       	,M1        	,0.370     	,9               	,
28 	,AL     	,13 	,15 	,1013.637  	,9       	,3+                	,103 FS 14                	,983.018   	,16      	,M1+E2     	,0.14      	,3               	,
28 	,AL     	,13 	,15 	,1013.637  	,9       	,3+                	,103 FS 14                	,1013.676  	,21      	,[M1]      	,0.078     	,16              	,
28 	,AL     	,13 	,15 	,1372.917  	,20      	,1+                	,223 FS 35                	,1342.30   	,11      	,M1+E2     	,0.022     	,5               	,
28 	,AL     	,13 	,15 	,1372.917  	,20      	,1+                	,223 FS 35                	,400.58    	,3       	,[M1]      	,0.54      	,12              	,
28 	,AL     	,13 	,15 	,1620.30   	,4       	,1+                	,92 FS 22                 	,647.93    	,7       	,[M1]      	,0.034     	,22              	,
28 	,AL     	,13 	,15 	,1620.30   	,4       	,1+                	,92 FS 22                 	,1589.72   	,8       	,M1+E2     	,0.051     	,16              	,
28 	,AL     	,13 	,15 	,1622.907  	,20      	,2+                	,63 FS 10                 	,1622.87   	,6       	,[M1]      	,0.073     	,16              	,
28 	,AL     	,13 	,15 	,2201.43   	,3       	,1+                	,32 FS 2                  	,1229.8    	,4       	,[M1]      	,0.054     	,10              	,
28 	,AL     	,13 	,15 	,2271.745  	,19      	,4+                	,22 FS 3                  	,2271.650  	,23      	,[M1]      	,0.079     	,13              	,
28 	,AL     	,13 	,15 	,2486.20   	,6       	,2+                	,66 FS 7                  	,865.87    	,15      	,[M1]      	,0.30      	,6               	,
28 	,AL     	,13 	,15 	,2486.20   	,6       	,2+                	,66 FS 7                  	,2486.09   	,7       	,[M1]      	,0.0042    	,7               	,
28 	,AL     	,13 	,15 	,2581.81   	,22      	,5+                	,313 FS 25                	,310.2     	,	,[M1]      	,0.13      	,5               	,
28 	,AL     	,13 	,15 	,2656.30   	,4       	,4+                	,22 FS 3                  	,1642.35   	,10      	,[M1]      	,0.16      	,3               	,
29 	,AL     	,13 	,16 	,3184.54   	,18      	,5/2+              	,124 FS 23                	,1430.2    	,4       	,M1+E2     	,0.014     	,3               	,
29 	,AL     	,13 	,16 	,3184.54   	,18      	,5/2+              	,124 FS 23                	,960.4     	,4       	,M1+E2     	,0.109     	,21              	,
29 	,AL     	,13 	,16 	,3433.0    	,4       	,1/2+              	,7 NS LT                  	,2034.9    	,6       	,M1        	,2.8E-7    	,>               	,
30 	,AL     	,13 	,17 	,687.52    	,12      	,1+                	,0.7 PS 2                 	,443.63    	,8       	,(M1)      	,0.35      	,10              	,
30 	,AL     	,13 	,17 	,1118.9    	,3       	,3+                	,83 FS 55                 	,875.1     	,5       	,M1        	,0.4       	,3               	,
26 	,SI     	,14 	,12 	,2787.05   	,13      	,2+                	,146 FS 35                	,988.9     	,1       	,M1+E2     	,0.100     	,25              	,
27 	,SI     	,14 	,13 	,957.4     	,2       	,3/2+              	,1.20 PS 8                	,957.3     	,	,(M1+E2)   	,0.0157    	,8               	,
27 	,SI     	,14 	,13 	,957.4     	,2       	,3/2+              	,1.20 PS 8                	,176.4     	,	,(M1)      	,0.17      	,6               	,
27 	,SI     	,14 	,13 	,2163.6    	,2       	,7/2+              	,44 FS 5                  	,2163.5    	,	,(M1+E2)   	,0.041     	,12              	,
27 	,SI     	,14 	,13 	,2647.6    	,3       	,5/2+              	,17 FS 2                  	,2647.4    	,	,(M1+E2)   	,0.0120    	,24              	,
27 	,SI     	,14 	,13 	,2647.6    	,3       	,5/2+              	,17 FS 2                  	,1690.1    	,	,(M1+E2)   	,0.21      	,3               	,
27 	,SI     	,14 	,13 	,2909.9    	,2       	,9/2+              	,52 FS 6                  	,746.2     	,	,(M1)      	,0.061     	,23              	,
27 	,SI     	,14 	,13 	,4289.2    	,9       	,5/2+              	,3.5 FS 14                	,4288.8    	,	,M1        	,0.041     	,18              	,
27 	,SI     	,14 	,13 	,4289.2    	,9       	,5/2+              	,3.5 FS 14                	,3331.5    	,	,M1+E2     	,0.07      	,3               	,
27 	,SI     	,14 	,13 	,5062      	,2       	,5/2+              	,21 FS 6                  	,4104      	,	,M1+E2     	,0.012     	,4               	,
28 	,SI     	,14 	,14 	,6276.20   	,7       	,3+                	,0.78 PS 6                	,4496.92   	,25      	,(M1+E2)   	,0.000269  	,21              	,
28 	,SI     	,14 	,14 	,8588.71   	,10      	,3+                	,11 FS 2                  	,789.7     	,	,[M1]      	,0.021     	,6               	,
28 	,SI     	,14 	,14 	,8945.20   	,13      	,5+                	,58 FS 6                  	,4326.6    	,	,(M1+E2)   	,6.E-5     	,+12-6           	,
28 	,SI     	,14 	,14 	,8945.20   	,13      	,5+                	,58 FS 6                  	,2057.4    	,	,(M1+E2)   	,3.1E-5    	,<               	,
28 	,SI     	,14 	,14 	,9315.92   	,10      	,3+                	,1.5 FS 6                 	,3039.4    	,	,(M1+E2)   	,0.13      	,6               	,
28 	,SI     	,14 	,14 	,9381.55   	,12      	,2+                	,1.1 FS 3                 	,3105.0    	,	,(M1)      	,0.027     	,8               	,
28 	,SI     	,14 	,14 	,9381.55   	,12      	,2+                	,1.1 FS 3                 	,1448.0    	,	,(M1)      	,0.18      	,6               	,
28 	,SI     	,14 	,14 	,9381.55   	,12      	,2+                	,1.1 FS 3                 	,1122.7    	,	,(M1)      	,0.08      	,3               	,
29 	,SI     	,14 	,15 	,1273.387  	,9       	,3/2+              	,291 FS 10                	,1273.361  	,9       	,M1+E2     	,0.0353    	,13              	,
29 	,SI     	,14 	,15 	,2425.97   	,3       	,3/2+              	,18.1 FS 7                	,2425.73   	,20      	,M1+E2     	,0.065     	,4               	,
29 	,SI     	,14 	,15 	,3067.13   	,5       	,5/2+              	,33 FS 1                  	,1793.83   	,8       	,M1+E2     	,0.086     	,6               	,
29 	,SI     	,14 	,15 	,3067.13   	,5       	,5/2+              	,33 FS 1                  	,1038.89   	,10      	,M1+E2     	,0.099     	,16              	,
29 	,SI     	,14 	,15 	,4079.9    	,3       	,7/2+              	,44 FS 12                 	,2051.9    	,5       	,M1+E2     	,0.024     	,7               	,
29 	,SI     	,14 	,15 	,4840.38   	,7       	,1/2+              	,3.5 FS LT                	,4839.6    	,4       	,(M1)      	,0.048     	,>               	,
29 	,SI     	,14 	,15 	,4895.2    	,4       	,5/2+              	,12 FS 5                  	,3621.6    	,4       	,(M1)      	,0.021     	,9               	,
29 	,SI     	,14 	,15 	,5284.7    	,5       	,7/2+              	,6 FS 3                   	,3256.3    	,5       	,M1+E2     	,0.07      	,4               	,
29 	,SI     	,14 	,15 	,5652.2    	,7       	,9/2+              	,51 FS 3                  	,1572.2    	,6       	,M1+E2     	,0.049     	,5               	,
29 	,SI     	,14 	,15 	,5811.7    	,7       	,7/2+              	,32 FS 12                 	,2745.3    	,11      	,M1+E2     	,0.017     	,7               	,
29 	,SI     	,14 	,15 	,7139      	,1       	,(11/2+)           	,29 FS 10                 	,1486.9    	,	,(M1+E2)   	,0.042     	,16              	,
30 	,SI     	,14 	,16 	,3498.49   	,3       	,2+                	,58 FS 17                 	,1263.13   	,3       	,M1+E2     	,5,0.09      	,6
30 	,SI     	,14 	,16 	,3769.48   	,4       	,1+                	,36 FS 9                  	,3769.22   	,5       	,M1        	,14,0.0052    	,
30 	,SI     	,14 	,16 	,3769.48   	,4       	,1+                	,36 FS 9                  	,1534.12   	,4       	,M1+E2     	,12,0.091     	,11
30 	,SI     	,14 	,16 	,4810.31   	,11      	,2+                	,104 FS 15                	,1311.80   	,14      	,M1+E2     	,6,0.036     	,20
30 	,SI     	,14 	,16 	,4810.31   	,11      	,2+                	,104 FS 15                	,2574.8    	,5       	,M1+E2     	,11,0.0012    	,11
30 	,SI     	,14 	,16 	,4830.85   	,4       	,3+                	,83 FS 24                 	,2595.39   	,4       	,M1+E2     	,10,0.0014    	,17
30 	,SI     	,14 	,16 	,5231.38   	,7       	,3+                	,43 FS 21                 	,1732.7    	,1       	,M1+E2     	,23,0.08      	,+20-18
30 	,SI     	,14 	,16 	,5372.2    	,6       	,0+                	,59 FS 21                 	,1602.8    	,9       	,M1        	,15,0.036     	,
30 	,SI     	,14 	,16 	,5614.04   	,13      	,2+                	,21 FS LT                 	,783       	,	,M1+E2     	,14,0.066     	,
30 	,SI     	,14 	,16 	,5614.04   	,13      	,2+                	,21 FS LT                 	,1844.40   	,16      	,M1+E2     	,3,0.090     	,>
30 	,SI     	,14 	,16 	,6914.79   	,24      	,(2+)              	,24 FS LT                 	,4679.2    	,3       	,M1+E2     	,23,0.0024    	,>
30 	,SI     	,14 	,16 	,7223.2    	,4       	,4+                	,14 FS LT                 	,1991.5    	,4       	,M1+E2     	,10,0.017     	,>
30 	,SI     	,14 	,16 	,7223.2    	,4       	,4+                	,14 FS LT                 	,1943.0    	,11      	,M1+E2     	,17,0.074     	,
31 	,SI     	,14 	,17 	,1694.91   	,4       	,5/2+              	,0.57 PS 15               	,1694.87   	,5       	,(M1+E2)   	,0.00039   	,16              	,
31 	,SI     	,14 	,17 	,2316.93   	,10      	,3/2+              	,38 FS 15                 	,2316.80   	,14      	,(M1+E2)   	,0.0024    	,>               	,
31 	,SI     	,14 	,17 	,2788.03   	,7       	,(5/2+)            	,14 FS 14                 	,2787.9    	,12      	,(M1+E2)   	,0.06      	,6               	,
32 	,SI     	,14 	,18 	,4230.8    	,8       	,2+                	,0.26 PS 9                	,2289.4    	,8       	,M1+E2     	,0.0016    	,9               	,
29 	,P      	,15 	,14 	,1383.55   	,7       	,3/2+              	,151 FS 12                	,1383.48   	,	,(M1+E2)   	,0.054     	,7               	,
29 	,P      	,15 	,14 	,1953.91   	,17      	,5/2+              	,268 FS 21                	,570.35    	,	,(M1+E2)   	,0.035     	,6               	,
29 	,P      	,15 	,14 	,2422.7    	,3       	,3/2+              	,19 FS 3                  	,2422.5    	,	,(M1+E2)   	,0.065     	,11              	,
29 	,P      	,15 	,14 	,2422.7    	,3       	,3/2+              	,19 FS 3                  	,1039.1    	,	,(M1+E2)   	,0.12      	,3               	,
29 	,P      	,15 	,14 	,3105.9    	,3       	,5/2+              	,23 FS 10                 	,1722.2    	,	,(M1+E2)   	,0.13      	,6               	,
29 	,P      	,15 	,14 	,4080.5    	,3       	,7/2+              	,11 FS 1                  	,2126.3    	,	,(M1+E2)   	,0.106     	,13              	,
30 	,P      	,15 	,15 	,1454.23   	,2       	,2+                	,4.5 PS 5                 	,1454.23   	,2       	,M1+E2     	,0.00145   	,17              	,
30 	,P      	,15 	,15 	,2723.72   	,7       	,2+                	,112 FS 10                	,2723.72   	,7       	,M1+E2     	,0.00039   	,8               	,
30 	,P      	,15 	,15 	,3019.2    	,1       	,1+                	,2 FS 1                   	,2342.2    	,1       	,M1        	,0.9       	,5               	,
31 	,P      	,15 	,16 	,1266.13   	,12      	,3/2+              	,0.523 PS 18              	,1266.1    	,1       	,M1+E2     	,0.0192    	,7               	,
31 	,P      	,15 	,16 	,3134.3    	,4       	,1/2+              	,7.2 FS 6                 	,3134.3    	,	,M1        	,0.097     	,8               	,
31 	,P      	,15 	,16 	,3295.0    	,2       	,5/2+              	,88 FS 10                 	,2028.8    	,2       	,M1+E2     	,0.0196    	,23              	,
31 	,P      	,15 	,16 	,3295.0    	,2       	,5/2+              	,88 FS 10                 	,1061.6    	,2       	,M1+E2     	,0.038     	,5               	,
31 	,P      	,15 	,16 	,3414.6    	,3       	,7/2+              	,219 FS 17                	,1181.0    	,2       	,M1+E2     	,0.00142   	,21              	,
31 	,P      	,15 	,16 	,3506.1    	,6       	,3/2+              	,8.8 FS 13                	,3506.1    	,	,M1+E2     	,0.028     	,5               	,
31 	,P      	,15 	,16 	,4190.9    	,10      	,5/2+              	,4.9 FS 21                	,2924.7    	,6       	,M1+E2     	,0.13      	,6               	,
31 	,P      	,15 	,16 	,4260.4    	,10      	,3/2+              	,10.4 FS 35               	,4260.4    	,	,M1+E2     	,0.017     	,6               	,
31 	,P      	,15 	,16 	,4260.4    	,10      	,3/2+              	,10.4 FS 35               	,2994.1    	,	,M1+E2     	,0.019     	,7               	,
31 	,P      	,15 	,16 	,4592.5    	,10      	,3/2+              	,12 FS 4                  	,3326.1    	,	,M1+E2     	,0.017     	,9               	,
31 	,P      	,15 	,16 	,4634.2    	,8       	,7/2+              	,68 FS 10                 	,2399.7    	,5       	,M1+E2     	,0.0049    	,8               	,
31 	,P      	,15 	,16 	,4634.2    	,8       	,7/2+              	,68 FS 10                 	,1339.6    	,3       	,M1+E2     	,0.040     	,7               	,
31 	,P      	,15 	,16 	,4634.2    	,8       	,7/2+              	,68 FS 10                 	,1219.4    	,1       	,M1+E2     	,0.056     	,9               	,
31 	,P      	,15 	,16 	,5116.0    	,15      	,5/2+              	,10.4 FS 35               	,3849.6    	,	,M1+E2     	,0.016     	,6               	,
31 	,P      	,15 	,16 	,5116.0    	,15      	,5/2+              	,10.4 FS 35               	,2882.0    	,	,M1+E2     	,0.015     	,9               	,
31 	,P      	,15 	,16 	,5891.9    	,20      	,9/2+              	,23 FS 6                  	,2477.3    	,6       	,M1+E2     	,0.0044    	,19              	,
31 	,P      	,15 	,16 	,6046.4    	,26      	,7/2+              	,22 FS 10                 	,3812.3    	,	,M1+E2     	,0.0013    	,11              	,
31 	,P      	,15 	,16 	,6078.1    	,18      	,9/2+              	,22 FS 10                 	,1444.2    	,3       	,M1+E2     	,0.06      	,4               	,
31 	,P      	,15 	,16 	,6931.4    	,20      	,5/2+              	,28 FS LT                 	,4697.2    	,	,M1+E2     	,0.0016    	,>               	,
31 	,P      	,15 	,16 	,7117.7    	,10      	,9/2+              	,17 FS LE                 	,3703.0    	,	,M1+E2     	,0.025     	,>               	,
32 	,P      	,15 	,17 	,78.06     	,2       	,2+                	,278 PS 9                 	,78.05     	,2       	,(M1)      	,0.165     	,6               	,
32 	,P      	,15 	,17 	,512.70    	,3       	,0+                	,1.83 PS 8                	,512.69    	,3       	,M1        	,0.088     	,4               	,
32 	,P      	,15 	,17 	,1149.39   	,3       	,1+                	,183 FS 12                	,1071.31   	,4       	,M1+E2     	,0.041     	,4               	,
32 	,P      	,15 	,17 	,1149.39   	,3       	,1+                	,183 FS 12                	,636.68    	,5       	,M1        	,0.232     	,19              	,
32 	,P      	,15 	,17 	,1755.00   	,10      	,3+                	,430 FS 28                	,1676.89   	,11      	,M1+E2     	,0.0064    	,7               	,
32 	,P      	,15 	,17 	,1755.00   	,10      	,3+                	,430 FS 28                	,432.15    	,11      	,M1+E2     	,0.0125    	,11              	,
32 	,P      	,15 	,17 	,2177.2    	,2       	,3+                	,53 FS 10                 	,2099.0    	,3       	,M1+E2     	,0.039     	,8               	,
32 	,P      	,15 	,17 	,2217.79   	,11      	,2+                	,166 FS 17                	,2217.70   	,12      	,M1+E2     	,0.0048    	,10              	,
32 	,P      	,15 	,17 	,2217.79   	,11      	,2+                	,166 FS 17                	,894.93    	,12      	,M1+E2     	,0.048     	,11              	,
32 	,P      	,15 	,17 	,2229.70   	,6       	,1+                	,35 FS LT                 	,906.84    	,7       	,(M1)      	,0.016     	,>               	,
32 	,P      	,15 	,17 	,2657.53   	,9       	,2+                	,8.3 FS 28                	,2657.41   	,10      	,M1+E2     	,0.09      	,4               	,
32 	,P      	,15 	,17 	,2657.53   	,9       	,2+                	,8.3 FS 28                	,902.51    	,14      	,(M1)      	,0.24      	,11              	,
32 	,P      	,15 	,17 	,2740.36   	,6       	,1+                	,14 FS 5                  	,2227.57   	,7       	,M1        	,0.09      	,4               	,
32 	,P      	,15 	,17 	,3004.6    	,8       	,3+                	,60 FS 3                  	,827.3     	,9       	,M1+E2     	,0.025     	,3               	,
32 	,P      	,15 	,17 	,3004.6    	,8       	,3+                	,60 FS 3                  	,1681.7    	,9       	,M1+E2     	,0.0009    	,7               	,
32 	,P      	,15 	,17 	,3149.3    	,3       	,4+                	,345 FS 25                	,1393.9    	,14      	,M1+E2     	,0.00013   	,7               	,
32 	,P      	,15 	,17 	,3149.3    	,3       	,4+                	,345 FS 25                	,971.7     	,14      	,M1+E2     	,0.0138    	,11              	,
32 	,P      	,15 	,17 	,3797.3    	,4       	,(3+)              	,49 FS 26                 	,3717.8    	,7       	,M1+E2     	,0.0014    	,10              	,
32 	,P      	,15 	,17 	,4743.3    	,4       	,5+                	,	,1594.2    	,14      	,M1+E2     	,0.025     	,8               	,
32 	,P      	,15 	,17 	,5072.44   	,6       	,0+                	,104 FS 34                	,3922.79   	,7       	,M1        	,0.0030    	,10              	,
32 	,P      	,15 	,17 	,5072.44   	,6       	,0+                	,104 FS 34                	,2842.60   	,9       	,M1        	,0.0009    	,3               	,
33 	,P      	,15 	,18 	,1431.7    	,2       	,3/2+              	,0.43 PS 7                	,1431.7    	,2       	,M1+E2     	,0.013     	,3               	,
33 	,P      	,15 	,18 	,2538.6    	,3       	,3/2+              	,35 FS 7                  	,691.0     	,4       	,[M1]      	,0.13      	,6               	,
33 	,P      	,15 	,18 	,2538.6    	,3       	,3/2+              	,35 FS 7                  	,2538.5    	,5       	,(M1+E2)   	,0.032     	,16              	,
33 	,P      	,15 	,18 	,2538.6    	,3       	,3/2+              	,35 FS 7                  	,1106.8    	,3       	,[M1]      	,0.037     	,15              	,
33 	,P      	,15 	,18 	,3276.1    	,4       	,3/2+              	,0.14 PS 3                	,1843.9    	,	,[M1]      	,0.0006    	,6               	,
33 	,P      	,15 	,18 	,3490.6    	,3       	,5/2+              	,58 FS 12                 	,2058.8    	,4       	,(M1+E2)   	,0.017     	,4               	,
33 	,P      	,15 	,18 	,4048.4    	,5       	,5/2+              	,62 FS 21                 	,2616.5    	,8       	,M1+E2     	,0.014     	,5               	,
33 	,P      	,15 	,18 	,4048.4    	,5       	,5/2+              	,62 FS 21                 	,1509.6    	,6       	,[M1]      	,0.010     	,6               	,
33 	,P      	,15 	,18 	,4048.4    	,5       	,5/2+              	,62 FS 21                 	,772.4     	,	,[M1]      	,0.05      	,3               	,
33 	,P      	,15 	,18 	,5050.0    	,7       	,5/2+              	,62 FS LT                 	,3617.2    	,	,[M1]      	,0.00076   	,>               	,
33 	,P      	,15 	,18 	,5050.0    	,7       	,5/2+              	,62 FS LT                 	,2511.1    	,	,[M1]      	,0.00095   	,>               	,
34 	,P      	,15 	,19 	,1607.77   	,20      	,1+                	,0.52 PS +45-14           	,1607.7    	,5       	,M1+E2     	,0.0036    	,+10-31          	,
34 	,P      	,15 	,19 	,1607.77   	,20      	,1+                	,0.52 PS +45-14           	,1178.63   	,19      	,(M1+E2)   	,0.008     	,+6-8            	,
31 	,S      	,16 	,15 	,1248.87   	,9       	,3/2+              	,0.50 PS 12               	,1248.86   	,10      	,M1+E2     	,0.020     	,6               	,
32 	,S      	,16 	,16 	,4695.3    	,4       	,1+                	,286 FS 74                	,4694.0    	,25      	,[M1]      	,0.00029   	,8               	,
32 	,S      	,16 	,16 	,7115.3    	,10      	,2+                	,1.73 FS 35               	,4884.2    	,	,M1+E2     	,0.079     	,17              	,
33 	,S      	,16 	,17 	,840.982   	,12      	,1/2+              	,1.15 PS 12               	,840.974   	,14      	,M1+E2     	,0.031     	,4               	,
33 	,S      	,16 	,17 	,1967.19   	,3       	,5/2+              	,94 FS 14                 	,1967.20   	,6       	,M1+E2     	,0.021     	,4               	,
33 	,S      	,16 	,17 	,2313.399  	,14      	,3/2+              	,109 FS 17                	,1472.411  	,13      	,M1+E2     	,0.044     	,8               	,
33 	,S      	,16 	,17 	,2313.399  	,14      	,3/2+              	,109 FS 17                	,346.19    	,14      	,(M1)      	,0.055     	,14              	,
33 	,S      	,16 	,17 	,2313.399  	,14      	,3/2+              	,109 FS 17                	,2313.34   	,7       	,M1+E2     	,0.0043    	,8               	,
33 	,S      	,16 	,17 	,2867.626  	,20      	,5/2+              	,10.8 FS 35               	,2867.47   	,4       	,M1+E2     	,0.08      	,3               	,
33 	,S      	,16 	,17 	,3831.6    	,3       	,5/2+              	,30 FS 8                  	,3831.9    	,9       	,(M1+E2)   	,0.0061    	,18              	,
33 	,S      	,16 	,17 	,3831.6    	,3       	,5/2+              	,30 FS 8                  	,862.4     	,	,[M1]      	,0.12      	,6               	,
33 	,S      	,16 	,17 	,3934.73   	,6       	,3/2+              	,24 FS 7                  	,3093.7    	,3       	,[M1+E2]   	,0.0024    	,8               	,
33 	,S      	,16 	,17 	,3934.73   	,6       	,3/2+              	,24 FS 7                  	,3935.0    	,5       	,(M1+E2)   	,0.0082    	,25              	,
33 	,S      	,16 	,17 	,4048.56   	,8       	,9/2+              	,211 FS 53                	,1079.2    	,1       	,(M1+E2)   	,0.0068    	,19              	,
33 	,S      	,16 	,17 	,4095.09   	,17      	,7/2+              	,31 FS 8                  	,2127.7    	,2       	,(M1+E2)   	,0.046     	,14              	,
34 	,S      	,16 	,18 	,3304.212  	,13      	,2+                	,136 FS 7                 	,1176.650  	,20      	,M1+E2     	,0.052     	,3               	,
34 	,S      	,16 	,18 	,4074.667  	,14      	,1+                	,17 FS LT                 	,1947.060  	,20      	,M1+E2     	,0.0039    	,>               	,
34 	,S      	,16 	,18 	,4114.813  	,23      	,2+                	,73 FS 6                  	,1987.19   	,3       	,M1+E2     	,0.0143    	,23              	,
34 	,S      	,16 	,18 	,4876.839  	,24      	,3+                	,40 FS 15                 	,2749.24   	,5       	,M1+E2     	,0.014     	,6               	,
34 	,S      	,16 	,18 	,4876.839  	,24      	,3+                	,40 FS 15                 	,1572.57   	,5       	,M1+E2     	,0.060     	,24              	,
34 	,S      	,16 	,18 	,5380.99   	,4       	,1+                	,49 FS LT                 	,3253.21   	,6       	,M1+E2     	,1.2E-5    	,>               	,
34 	,S      	,16 	,18 	,6251.22   	,19      	,4+                	,0.42 PS +49-21           	,1374.34   	,20      	,M1+E2     	,0.0004    	,+3-4            	,
36 	,S      	,16 	,20 	,4523.0    	,6       	,1+                	,0.017 PS 8               	,4522.2    	,15      	,M1        	,0.010     	,5               	,
33 	,CL     	,17 	,16 	,810.55    	,16      	,1/2+              	,1.2 PS 2                 	,810.55    	,16      	,[M1]      	,0.034     	,6               	,
33 	,CL     	,17 	,16 	,1986.3    	,3       	,5/2+              	,55 FS 11                 	,1986.5    	,4       	,M1+E2     	,0.040     	,9               	,
33 	,CL     	,17 	,16 	,2352.0    	,3       	,3/2+              	,70 FS 20                 	,2351.9    	,3       	,M1+E2     	,0.0023    	,12              	,
33 	,CL     	,17 	,16 	,2352.0    	,3       	,3/2+              	,70 FS 20                 	,1541.5    	,5       	,M1+E2     	,0.054     	,16              	,
33 	,CL     	,17 	,16 	,2839.0    	,3       	,5/2+              	,3 FS 1                   	,2839.0    	,3       	,M1+E2     	,0.31      	,11              	,
33 	,CL     	,17 	,16 	,2975.4    	,3       	,7/2+              	,60 FS 14                 	,989.1     	,	,M1+E2     	,0.053     	,20              	,
33 	,CL     	,17 	,16 	,3816.3    	,3       	,5/2+              	,	,977.3     	,	,M1+E2     	,0.046     	,>               	,
